EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
535716,DCAS Prep/Shoot/Wrap Permit,03/05/2020 08:00:00 AM,03/05/2020 04:00:00 PM,03/02/2020 02:43:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","READE STREET between CENTRE STREET and ELK STREET,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  BROADWAY between DUANE STREET and CHAMBERS STREET,  READE STREET between BROADWAY and CHURCH STREET,  CHURCH STREET between DUANE STREET and CHAMBERS STREET,  DUANE STREET between BROADWAY and CHURCH STREET,  LAFAYETTE STREET between DUANE STREET and READE STREET,  LAFAYETTE STREET between DUANE STREET and WORTH STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013"
535715,Shooting Permit,03/05/2020 08:00:00 AM,03/05/2020 09:30:00 PM,03/02/2020 02:42:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEEHAWKEN STREET between CHRISTOPHER STREET and WEST   10 STREET,  WASHINGTON STREET between BARROW STREET and CHARLES STREET,  CHRISTOPHER STREET between GREENWICH STREET and WASHINGTON STREET,  CHRISTOPHER STREET between GREENWICH STREET and WASHINGTON STREET,  CHRISTOPHER STREET between WASHINGTON STREET and WEEHAWKEN STREET,  WEST   10 STREET between WEST SIDE HIGHWAY and WASHINGTON STREET",Manhattan,"1, 2","5, 6",Television,Episodic series,United States of America,"10007, 10014"
535703,Shooting Permit,03/05/2020 08:00:00 AM,03/05/2020 10:00:00 PM,03/02/2020 02:20:40 PM,"Mayor's Office of Film, Theatre & Broadcasting",MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,Brooklyn,1,94,Television,Episodic series,United States of America,11222
535899,Shooting Permit,03/05/2020 08:00:00 AM,03/05/2020 10:00:00 PM,03/03/2020 10:06:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  100 STREET between WEST END AVENUE and BROADWAY,  WEST  100 STREET between WEST END AVENUE and BROADWAY,  WEST END AVENUE between WEST  101 STREET and WEST  100 STREET,  BROADWAY between WEST  101 STREET and WEST  100 STREET,  BROADWAY between WEST  101 STREET and WEST  100 STREET,  BROADWAY between WEST  101 STREET and WEST  102 STREET,  BROADWAY between WEST  101 STREET and WEST  102 STREET,  BROADWAY between WEST  102 STREET and WEST  103 STREET,  BROADWAY between WEST  103 STREET and WEST  104 STREET,  BROADWAY between WEST  104 STREET and WEST  105 STREET,  BROADWAY between WEST  105 STREET and WEST  106 STREET,  WEST  104 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,  EAST  140 STREET between WALNUT AVENUE and LOCUST AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  WEST  101 STREET between BROADWAY and WEST END AVENUE,  WEST   99 STREET between BROADWAY and AMSTERDAM AVENUE",Manhattan,"1, 7","24, 40",Television,Episodic series,United States of America,"10025, 10454"
534974,Shooting Permit,03/05/2020 09:00:00 AM,03/06/2020 03:00:00 AM,02/27/2020 10:28:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","BEVERLY ROAD between EAST   18 STREET and OCEAN AVENUE,  BEVERLY ROAD between OCEAN AVENUE and EAST   21 STREET,  EAST   19 STREET between BEVERLY ROAD and CORTELYOU ROAD",Brooklyn,14,70,Film,Feature,United States of America,11226
534770,Shooting Permit,03/05/2020 09:00:00 AM,03/05/2020 09:00:00 PM,02/26/2020 12:02:16 PM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  MESEROLE AVENUE between HUMBOLDT STREET and MOULTRIE STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
535773,Shooting Permit,03/05/2020 10:00:00 AM,03/06/2020 01:30:00 AM,03/02/2020 05:01:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","MIDDLETOWN ROAD between WESTCHESTER AVENUE and MULFORD AVENUE,  MULFORD AVENUE between MIDDLETOWN ROAD and WESTCHESTER AVENUE,  MIDDLETOWN ROAD between MULFORD AVENUE and PILGRIM AVENUE,  MIDDLETOWN ROAD between MULFORD AVENUE and EDISON AVENUE,  Hutchinson River Pkwy East between E Tremont Ave and Roebling Ave,  E Tremont Ave between Hutchinson River Pkwy E and Ericson Pl",Bronx,"10, 28",45,Television,Cable-episodic,United States of America,"10461, 10464"
535619,Shooting Permit,03/05/2020 12:00:00 PM,03/06/2020 01:00:00 AM,03/02/2020 12:21:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","CALYER STREET between JEWEL STREET and HUMBOLDT STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between JEWEL STREET and MOULTRIE STREET,  NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
535404,Shooting Permit,03/05/2020 01:00:00 PM,03/06/2020 03:00:00 AM,02/28/2020 07:16:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","CENTRAL PARK WEST between WEST 79 STREET and WEST 84 STREET,  CENTRAL PARK WEST between WEST   81 STREET and WEST   84 STREET,  WEST   84 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  WEST   83 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  CENTRAL PARK WEST between WEST   71 STREET and WEST   73 STREET",Manhattan,"64, 7","20, 22",Film,Feature,United States of America,"10023, 10024, 10025"
535578,Shooting Permit,03/05/2020 02:00:00 PM,03/06/2020 05:00:00 AM,03/02/2020 11:07:40 AM,"Mayor's Office of Film, Theatre & Broadcasting","21 STREET between QUEENS PLAZA SOUTH and 44 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22ND ST. between QUEENS PLAZA SOUTH and 44 AVENUE,  43 AVENUE between 21 STREET and 23 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
535204,Theater Load in and Load Outs,03/06/2020 12:01:00 AM,03/06/2020 11:59:00 PM,02/28/2020 09:06:59 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
532886,Theater Load in and Load Outs,03/06/2020 12:01:00 AM,03/07/2020 06:00:00 AM,02/14/2020 09:24:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
535688,Theater Load in and Load Outs,03/06/2020 12:01:00 AM,03/06/2020 11:59:00 PM,03/02/2020 02:02:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",3 AVENUE between EAST   12 STREET and EAST   13 STREET,Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
534253,Shooting Permit,03/06/2020 03:00:00 AM,03/06/2020 09:15:00 AM,02/24/2020 11:16:11 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   49 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Television,Morning Show,United States of America,"10020, 10112"
535761,Shooting Permit,03/06/2020 06:00:00 AM,03/06/2020 07:00:00 PM,03/02/2020 04:34:18 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   36 STREET between 6 AVENUE and 5 AVENUE,Manhattan,5,14,Commercial,Commercial,United States of America,10018
535143,Shooting Permit,03/06/2020 06:00:00 AM,03/06/2020 10:00:00 PM,02/27/2020 04:35:09 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between WEST STREET and FRANKLIN STREET,  WEST STREET between FREEMAN STREET and EAGLE STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
536227,Theater Load in and Load Outs,03/06/2020 06:00:00 AM,03/07/2020 06:30:00 AM,03/04/2020 07:59:12 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  WEST   75 STREET between BROADWAY and AMSTERDAM AVENUE,  BROADWAY between WEST   74 STREET and WEST   75 STREET",Manhattan,7,20,Theater,Theater,United States of America,10023
535582,Shooting Permit,03/06/2020 06:00:00 AM,03/07/2020 01:00:00 AM,03/02/2020 11:17:16 AM,"Mayor's Office of Film, Theatre & Broadcasting","FLUSHING AVENUE between BEDFORD AVENUE and MARCY AVENUE,  SPENCER STREET between FLUSHING AVENUE and PARK AVENUE",Brooklyn,"1, 3","79, 90",Television,Made for TV/mini-series,United States of America,"11205, 11206"
536009,Shooting Permit,03/06/2020 06:00:00 AM,03/06/2020 05:00:00 PM,03/03/2020 01:32:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","RIVER AVENUE between EAST  158 STREET and EAST  157 STREET,  EAST  157 STREET between RIVER AVENUE and GERARD AVENUE,  RIVER AVENUE between EAST  157 STREET and EAST  153 STREET,  GERARD AVENUE between EAST  158 STREET and EAST  157 STREET,  GERARD AVENUE between EAST  157 STREET and EAST  153 STREET",Bronx,4,44,Television,Episodic series,United States of America,10451
536318,Shooting Permit,03/06/2020 06:00:00 AM,03/06/2020 08:00:00 PM,03/04/2020 12:18:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between ESSEX STREET and SUFFOLK STREET,  NORFOLK STREET between BROOME STREET and GRAND STREET",Manhattan,3,7,Still Photography,Not Applicable,United States of America,10002
535944,Shooting Permit,03/06/2020 06:00:00 AM,03/06/2020 08:00:00 PM,03/03/2020 11:41:04 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST    3 STREET between LAGUARDIA PLACE and MERCER STREET,  LAGUARDIA PLACE between WEST    3 STREET and BLEECKER STREET",Manhattan,2,6,Commercial,Commercial,United States of America,10012
535779,DCAS Prep/Shoot/Wrap Permit,03/06/2020 06:00:00 AM,03/06/2020 11:59:00 PM,03/02/2020 05:07:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",GRAND CONCOURSE between EAST  153 STREET and EAST  161 STREET,Bronx,4,44,Television,Episodic series,United States of America,10451
536155,Shooting Permit,03/06/2020 07:00:00 AM,03/06/2020 09:00:00 PM,03/03/2020 04:22:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
536332,Rigging Permit,03/06/2020 07:00:00 AM,03/06/2020 07:00:00 PM,03/04/2020 01:12:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",CROSBY STREET between BROOME STREET and GRAND STREET,Manhattan,2,5,Television,Episodic series,United States of America,10013
535596,Shooting Permit,03/06/2020 07:00:00 AM,03/06/2020 10:00:00 PM,03/02/2020 11:43:20 AM,"Mayor's Office of Film, Theatre & Broadcasting","RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
536074,Shooting Permit,03/06/2020 07:00:00 AM,03/06/2020 09:30:00 PM,03/03/2020 02:49:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","IRVING PLACE between EAST   17 STREET and EAST   19 STREET,  EAST   18 STREET between IRVING PLACE and PARK AVENUE SOUTH,  SECOND AVENUE between EAST   15 STREET and EAST   17 STREET,  EAST   17 STREET between 1 AVENUE and 2 AVENUE,  EAST   18 STREET between 1 AVENUE and 2 AVENUE,  EAST   18 STREET between 2 AVENUE and 3 AVENUE",Manhattan,"5, 6",13,Television,Episodic series,United States of America,10003
536207,Shooting Permit,03/06/2020 07:00:00 AM,03/06/2020 07:00:00 PM,03/03/2020 08:45:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",91 AVENUE between 144 PLACE and 143 STREET,Queens,12,103,Film,Feature,United States of America,11435
536125,Shooting Permit,03/06/2020 08:00:00 AM,03/06/2020 11:00:00 PM,03/03/2020 03:39:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","CALYER STREET between NEWEL STREET and JEWEL STREET,  JEWEL STREET between GREENPOINT AVENUE and MESEROLE AVENUE,  CALYER STREET between JEWEL STREET and MOULTRIE STREET,  MESEROLE AVENUE between NEWEL STREET and MOULTRIE STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
536302,Shooting Permit,03/06/2020 08:00:00 AM,03/06/2020 11:00:00 PM,03/04/2020 11:47:54 AM,"Mayor's Office of Film, Theatre & Broadcasting","48 AVENUE between 36 STREET and 38 STREET,  36 STREET between 48 AVENUE and HUNTERS POINT AVENUE,  38 STREET between 48 AVENUE and GREENPOINT AVENUE,  37 STREET between 47 AVENUE and 48 AVENUE,  GREENPOINT AVE. between RAILROAD AVE. and DEAD END.",Queens,2,108,Television,Cable-episodic,United States of America,11101
535309,Shooting Permit,03/06/2020 08:00:00 AM,03/07/2020 01:00:00 AM,02/28/2020 01:08:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 ST between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
536118,Rigging Permit,03/06/2020 09:00:00 AM,03/06/2020 06:00:00 PM,03/03/2020 03:28:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",WASHINGTON PLACE between BROADWAY and MERCER STREET,Manhattan,2,6,Student,Not Applicable,United States of America,10003
536245,Shooting Permit,03/06/2020 09:00:00 AM,03/07/2020 02:00:00 AM,03/04/2020 09:47:50 AM,"Mayor's Office of Film, Theatre & Broadcasting","WHITE STREET between BROADWAY and CHURCH STREET,  CHURCH STREET between FRANKLIN STREET and LEONARD STREET,  CHURCH STREET between LISPENARD STREET and FRANKLIN STREET,  HOWARD STREET between BROADWAY and CROSBY STREET,  HOWARD STREET between CROSBY STREET and LAFAYETTE STREET,  CROSBY STREET between GRAND STREET and HOWARD STREET,  GRAND STREET between BROADWAY and CROSBY STREET,  GRAND STREET between BROADWAY and LAFAYETTE STREET,  CROSBY STREET between BROOME STREET and GRAND STREET,  BROOME STREET between BROADWAY and CROSBY STREET,  BROOME STREET between CROSBY STREET and LAFAYETTE STREET,  BROOME STREET between CROSBY STREET and LAFAYETTE STREET",Manhattan,"1, 2","1, 5",Television,Episodic series,United States of America,10013
